file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1.75_-1_0.5_2.png,"0,1.75,-1,0.5,2",0,1.75,-1,0.5,2,0.8736994481136343,86913,99477,98439,11526,1038
0_1.75_-1_0.75_2.png,"0,1.75,-1,0.75,2",0,1.75,-1,0.75,2,0.8753078601083668,87073,99477,98516,11443,961
