file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1.75_-1_0.75_2.png,"0,1.75,-1,0.75,2",0,1.75,-1,0.75,2,0.8749962302843873,87042,99477,98570,11528,907
0_1.75_-1_0.5_2.png,"0,1.75,-1,0.5,2",0,1.75,-1,0.5,2,0.8832996572071936,87868,99477,98688,10820,789
