file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1_-1_0_2.png,"0,1,-1,0,2",0,1,-1,0,2,0.8490605868693266,84462,99477,95089,10627,4388
0_1_-1_-0.5_2.png,"0,1,-1,-0.5,2",0,1,-1,-0.5,2,0.8445972435839441,84018,99477,94022,10004,5455
