file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1.75_-1_0.5_2.png,"0,1.75,-1,0.5,2",0,1.75,-1,0.5,2,0.8832996572071936,87868,99477,98688,10820,789
0_1.875_-1_0.5_2.png,"0,1.875,-1,0.5,2",0,1.875,-1,0.5,2,0.8730761884656755,86851,99477,98447,11596,1030
