file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1.5_-1_0_2.png,"0,1.5,-1,0,2",0,1.5,-1,0,2,0.870945042572655,86639,99477,97419,10780,2058
0_1.75_-1_0_2.png,"0,1.75,-1,0,2",0,1.75,-1,0,2,0.8734079234395891,86884,99477,98154,11270,1323
