file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1_-1_0_2.png,"0,1,-1,0,2",0,1,-1,0,2,0.8490605868693266,84462,99477,95089,10627,4388
0_2_-1_0_2.png,"0,2,-1,0,2",0,2,-1,0,2,0.835931923962323,83156,99477,96328,13172,3149
