file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1_-1_0_2.png,"0,1,-1,0,2",0,1,-1,0,2,0.8490605868693266,84462,99477,95089,10627,4388
0_1_-2_0_2.png,"0,1,-2,0,2",0,1,-2,0,2,0.7952692582204932,79111,99477,89992,10881,9485
