file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1.75_-1_0.75_2.png,"0,1.75,-1,0.75,2",0,1.75,-1,0.75,2,0.8753078601083668,87073,99477,98516,11443,961
0_1.75_-1_0.75_2.25.png,"0,1.75,-1,0.75,2.25",0,1.75,-1,0.75,2.25,0.867205484684902,86267,99477,98172,11905,1305
