file,rules,currentDominant,targetDominant,sameNonDominant,otherwise,lengthMultiplier,matchedRatio,matched,comparable,painted,wrongPainted,whiteRemaining
0_1.75_-1_0.5_2.png,"0,1.75,-1,0.5,2",0,1.75,-1,0.5,2,0.6562421464258069,65281,99477,96403,31122,3074
0_1_-1_0_2.png,"0,1,-1,0,2",0,1,-1,0,2,0.6855554550298059,68197,99477,92431,24234,7046
